Sample,Location,Compound_Class,C,NOSC,CUE,lambda,AImod,DBE,Calculated m/z,Rel. abundance gC/gC WOEM,bioavail_OC conc mgC/gsoil,bioavail_WEOC mgC/gsoil,alpha_diversity,abs_stoichMet_donor,stoichMet_hco3,qs_max,mu_max,DR,BiomeType
CLBJ_TOP,TOP,Lignin-like,25.430708780414086,-0.22805526667657094,0.5154500814626617,0.03696523297568939,0.3336252253028958,12.840864440078585,521.8420874023435,0.40432351647929193,0.039442332458481756,0.0975514182354067,6617,0.07628777048868894,0.9400520748049165,0.6696276473134722,0.34515962535737976,4.228055266676571,Temperate grasslands
CLBJ_TOP,TOP,Cond Hydrocarbon-like,26.16572836030964,0.26994607533316284,0.4662399906957219,0.03893753939148577,0.6848217454877956,20.07054890921886,513.5115966548141,0.35735206841122663,0.03486020108287123,0.0975514182354067,5684,0.08197051244630627,1.1448181622254299,0.7377081095112086,0.3439490221146645,3.730053924666837,Temperate grasslands
CLBJ_TOP,TOP,Tannin-like,18.490516677567037,0.5573712507074133,0.4378115010569622,0.05754788159539105,0.19784243269240306,9.96860693263571,484.88952591654044,0.06793067572665304,0.00662673375882452,0.0975514182354067,1529,0.12352753843295397,1.2840880095333385,1.1310798315010788,0.4951997588447432,3.4426287492925867,Temperate grasslands
CLBJ_TOP,TOP,Protein-like,20.030713640469738,-0.7518715612879951,0.567279732218133,0.038081456240631174,0.01696468249376557,4.444444444444445,443.9308146819211,0.05327867867723558,0.005197410666672853,0.0975514182354067,1107,0.08800478987461692,0.7627987449681622,0.7564345911472173,0.42911001230652634,4.751871561287995,Temperate grasslands
CLBJ_TOP,TOP,Unsat Hydrocarbon-like,30.96511627906977,-0.883589936162223,0.5824540615213645,0.023151006153795943,0.4488611575483219,15.709883720930232,509.99715338517115,0.06398535280845961,0.006241861912758098,0.0975514182354067,860,0.05544541096040503,0.716873597529751,0.4761245674740484,0.2773206881153624,4.883589936162223,Temperate grasslands
CLBJ_TOP,TOP,Carbohydrate-like,14.736752136752136,-0.06727757800719125,0.5036332387632886,0.0646641891372794,0.0017094017094017094,2.4521367521367523,458.86567235772185,0.020714146697774324,0.0020206943879041515,0.0975514182354067,585,0.13473605772044162,0.9855718865092769,1.2012320328542097,0.6049803792125746,4.067277578007191,Temperate grasslands
CLBJ_TOP,TOP,Amino Sugar-like,17.211267605633804,-0.38330605564648135,0.531185112399485,0.051279365508896536,0.0,3.6436619718309857,444.69189210056135,0.014680830103630802,0.0014321357974822373,0.0975514182354067,355,0.10938083850398655,0.8825828824207264,0.9543723396310954,0.5069483784979029,4.383306055646481,Temperate grasslands
CLBJ_TOP,TOP,Lipid-like,21.359430604982208,-1.1796067977340883,0.6119718534569064,0.029685345649721473,0.07392018764502639,4.790035587188612,429.0155710209952,0.014421332615710653,0.0014068214495071016,0.0975514182354067,281,0.07650307307391341,0.6340620803901362,0.6507977354606279,0.39826989639539795,5.179606797734088,Temperate grasslands
CLBJ_TOP,TOP,Other,11.686440677966102,0.4641044234952858,0.45224812891527316,0.08756795017501263,0.17222546756445062,4.771186440677966,387.81358732332984,0.0033133984800174923,0.0003232267209047472,0.0975514182354067,118,0.18920863926443016,1.2111755385224507,1.7424118129614434,0.7880024822116817,3.535895576504714,Temperate grasslands
CPER_TOP,TOP,Lignin-like,24.681276877274232,-0.10301361050240221,0.49899845777370794,0.03972146060682974,0.3224085230518907,12.759014224280516,527.847797779994,0.3928751023503053,0.02676983402416137,0.0681382807513523,6046,0.08119572660973044,1.0040142097062201,0.7109874171925835,0.35478162467561103,4.103013610502402,Temperate grasslands
CPER_TOP,TOP,Cond Hydrocarbon-like,26.42693164296728,0.311460318695139,0.458100248178061,0.03951523070860459,0.67220076573598,20.201473359602534,528.7919148425889,0.4061207457157676,0.027672369390529528,0.0681382807513523,5837,0.0826024125031393,1.1829283087646476,0.7386374021920235,0.3383699772577642,3.688539681304861,Temperate grasslands
CPER_TOP,TOP,Tannin-like,18.507438894792774,0.5603054750078953,0.4333858785768055,0.05869930784025433,0.19249609712966653,10.013283740701382,487.29228317732066,0.09170324072001959,0.006248501161989537,0.0681382807513523,1882,0.12467486873769021,1.3074125148791116,1.1310096153846154,0.4901635958422764,3.4396945249921047,Temperate grasslands
CPER_TOP,TOP,Protein-like,18.562798092209857,-0.7476875642343259,0.564325241907748,0.04159005373078577,0.02294449215077473,4.4443561208267095,424.4173607186809,0.03074063445341646,0.002094613980861584,0.0681382807513523,629,0.09546124249406086,0.7720277700487355,0.8169715337157702,0.46103765839589594,4.747687564234326,Temperate grasslands
CPER_TOP,TOP,Carbohydrate-like,14.608482871125611,0.01317699609156886,0.4925056251434948,0.06687643588805894,0.0065252854812398045,2.2487765089722673,480.85850670653565,0.023576771285572493,0.0016064806610667597,0.0681382807513523,613,0.13899004296889472,1.0304336619681116,1.2362332642428997,0.6088518366291324,3.986823003908431,Temperate grasslands
CPER_TOP,TOP,Unsat Hydrocarbon-like,29.87816091954023,-0.8112641378779708,0.5724324860812691,0.024999226201773864,0.4589663165610524,15.875862068965517,511.75539880451817,0.03421857022876445,0.0023315945451574172,0.0681382807513523,435,0.05846848833919019,0.746930903320586,0.5008635578583767,0.2867105716123801,4.811264137877971,Temperate grasslands
CPER_TOP,TOP,Amino Sugar-like,16.991561181434598,-0.3560963496399312,0.5251943142163786,0.05320624520942459,0.0,3.9852320675105486,435.5453065966872,0.010602306863986645,0.0007224229617103116,0.0681382807513523,237,0.1120589891875721,0.9040571707103494,0.9727511116178315,0.510883352969347,4.356096349639931,Temperate grasslands
CPER_TOP,TOP,Lipid-like,20.2,-1.265041888804265,0.6173298782286952,0.030687102799202302,0.06417438499208357,3.8807692307692307,414.23938206297197,0.006913746666210313,0.00047109081138596424,0.0681382807513523,130,0.0801920532942518,0.6198794765438865,0.6769853898452192,0.4179233082757549,5.265041888804265,Temperate grasslands
CPER_TOP,TOP,Other,12.098039215686274,0.14100486223662934,0.4799854600754312,0.08224722966602757,0.10415624680330562,3.343137254901961,408.9776076440386,0.0032488817159571698,0.00022137321448982482,0.0681382807513523,102,0.17220943042201245,1.0833964425565035,1.5422091558168838,0.7402379711873093,3.8589951377633707,Temperate grasslands
DCFS_TOP,TOP,Lignin-like,24.9786353097052,-0.1477115255833068,0.50168452165646,0.039260669837945794,0.317213223058845,12.753477972838688,525.8432803026752,0.3801334818705609,0.1052929426625817,0.276989393684703,6038,0.07979957725239871,0.9932845380563143,0.6949526985334787,0.3486470121376344,4.147711525583307,Temperate grasslands
DCFS_TOP,TOP,Cond Hydrocarbon-like,27.081090407177363,0.3654769944317735,0.4532923821306339,0.038790783305594816,0.6713981649087928,20.877674258109042,549.5536606817234,0.39561143064538085,0.10958017030920197,0.276989393684703,5796,0.0814620682891701,1.2060816360946718,0.7315077425755765,0.3315868871790856,3.6345230055682265,Temperate grasslands
DCFS_TOP,TOP,Tannin-like,18.407629427792916,0.6063118005802597,0.4290343812990724,0.05938971878710139,0.19776843030350846,10.099727520435968,483.59355449688223,0.0851350193316833,0.023581497386018425,0.276989393684703,1835,0.1266222542047858,1.3308155327134905,1.1525577500174473,0.49448690119018646,3.3936881994197403,Temperate grasslands
DCFS_TOP,TOP,Protein-like,18.58307849133537,-0.6400438837081737,0.5531241382063004,0.04347570407699544,0.015359159404980692,4.513761467889908,427.243526675158,0.0459474037070456,0.012726943494200836,0.276989393684703,981,0.09728810122455442,0.8079124213288755,0.8350120584480067,0.4618653252209226,4.640043883708174,Temperate grasslands
DCFS_TOP,TOP,Unsat Hydrocarbon-like,31.41695501730104,-0.8544523376837931,0.5764300326457474,0.023389151625481528,0.45891503165324055,16.32612456747405,515.6429558863712,0.04576845331411086,0.012677376133362204,0.276989393684703,578,0.055219098208443146,0.7348159245105865,0.4720936564116526,0.2721289617772192,4.854452337683793,Temperate grasslands
DCFS_TOP,TOP,Carbohydrate-like,15.500891265597147,0.03725850965961364,0.4890571970321492,0.06353688142159705,0.0017825311942959,2.7976827094474155,483.462120129361,0.021917642492400913,0.006070954504968211,0.276989393684703,561,0.13191180887371545,1.0447506059996958,1.172141613464887,0.5732442920058786,3.9627414903403864,Temperate grasslands
DCFS_TOP,TOP,Amino Sugar-like,16.238605898123325,-0.23344890209674674,0.5125863881945918,0.05855740766681722,0.0,3.9705093833780163,427.38911062315844,0.015266232816981634,0.004228584571825259,0.276989393684703,373,0.1201390487432577,0.95089066551719,1.0473442009203653,0.5368543811463209,4.233448902096747,Temperate grasslands
DCFS_TOP,TOP,Lipid-like,21.282894736842106,-1.2531684698608965,0.6154434590076905,0.029359005842034245,0.055188038855166606,3.9309210526315788,420.8078125352964,0.008153584804843255,0.0022584565114503407,0.276989393684703,152,0.07634509548654737,0.6248446309143472,0.6439919971754737,0.3963406623149444,5.2531684698608965,Temperate grasslands
DCFS_TOP,TOP,Other,9.761904761904763,0.5731707317073176,0.4350697216702996,0.10990267012858627,0.3120432807932808,4.416666666666667,321.95848330919074,0.002066751016992726,0.0005724681110940585,0.276989393684703,84,0.23545427155207382,1.2984821746750064,2.152313167259787,0.9364062906270365,3.4268292682926824,Temperate grasslands
